Chr_Scaffold	NCBI_ACC	ENS_ACC
scaffold_AADN04016230.1_chr12random	NT_462140.1	AADN04016230.1
scaffold_AADN04016368.1_chr12random	NT_462141.1	AADN04016368.1
scaffold_AADN04016778.1_chr12random	NT_462142.1	AADN04016778.1
scaffold_AADN04017111.1_chr12random	NT_462143.1	AADN04017111.1
scaffold_AADN04017116.1_chr12random	NT_462144.1	AADN04017116.1
scaffold_AADN04017394.1_chr12random	NT_462145.1	AADN04017394.1
scaffold_AADN04017423.1_chr12random	NT_462146.1	AADN04017423.1
scaffold_AADN04017474.1_chr12random	NT_462147.1	AADN04017474.1
scaffold_AADN04017491.1_chr12random	NT_462148.1	AADN04017491.1
scaffold_AADN04017539.1_chr12random	NT_462149.1	AADN04017539.1
scaffold_AADN04017746.1_chr12random	NT_462150.1	AADN04017746.1
scaffold_AADN04018106.1_chr12random	NT_462151.1	AADN04018106.1
scaffold_AADN04018158.1_chr12random	NT_462152.1	AADN04018158.1
scaffold_AADN04018517.1_chr12random	NT_462153.1	AADN04018517.1
scaffold_AADN04018735.1_chr12random	NT_462154.1	AADN04018735.1
scaffold_AADN04018975.1_chr12random	NT_462155.1	AADN04018975.1
scaffold_AADN04019488.1_chr12random	NT_462156.1	AADN04019488.1
scaffold_AADN04019889.1_chr12random	NT_462157.1	AADN04019889.1
scaffold_AADN04019974.1_chr12random	NT_462158.1	AADN04019974.1
scaffold_AADN04020071.1_chr12random	NT_462159.1	AADN04020071.1
scaffold_AADN04020199.1_chr12random	NT_462160.1	AADN04020199.1
scaffold_AADN04020347.1_chr12random	NT_462161.1	AADN04020347.1
scaffold_AADN04020357.1_chr12random	NT_462162.1	AADN04020357.1
scaffold_AADN04020566.1_chr12random	NT_462163.1	AADN04020566.1
scaffold_AADN04020756.1_chr12random	NT_462164.1	AADN04020756.1
scaffold_AADN04020979.1_chr12random	NT_462165.1	AADN04020979.1
scaffold_AADN04021028.1_chr12random	NT_462166.1	AADN04021028.1
scaffold_AADN04021052.1_chr12random	NT_462167.1	AADN04021052.1
scaffold_AADN04021120.1_chr12random	NT_462168.1	AADN04021120.1
scaffold_AADN04021337.1_chr12random	NT_462169.1	AADN04021337.1
scaffold_AADN04021342.1_chr12random	NT_462170.1	AADN04021342.1
scaffold_AADN04021492.1_chr12random	NT_462171.1	AADN04021492.1
scaffold_AADN04021676.1_chr12random	NT_462172.1	AADN04021676.1
scaffold_AADN04021764.1_chr12random	NT_462173.1	AADN04021764.1
scaffold_AADN04021981.1_chr12random	NT_462174.1	AADN04021981.1
scaffold_AADN04022001.1_chr12random	NT_462175.1	AADN04022001.1
scaffold_AADN04022005.1_chr12random	NT_462176.1	AADN04022005.1
scaffold_AADN04022330.1_chr12random	NT_462177.1	AADN04022330.1
scaffold_AADN04022777.1_chr12random	NT_462178.1	AADN04022777.1
scaffold_AADN04002165.1_chr12random	NT_462050.1	AADN04002165.1
scaffold_AADN04002189.1_chr12random	NT_462051.1	AADN04002189.1
scaffold_AADN04023516.1_chr12random	NT_462179.1	AADN04023516.1
scaffold_AADN04023547.1_chr12random	NT_462180.1	AADN04023547.1
scaffold_AADN04023548.1_chr12random	NT_462181.1	AADN04023548.1
scaffold_AADN04023985.1_chr12random	NT_462182.1	AADN04023985.1
scaffold_AADN04023986.1_chr12random	NT_462183.1	AADN04023986.1
scaffold_AADN04023987.1_chr12random	NT_462184.1	AADN04023987.1
scaffold_AADN04002270.1_chr12random	NT_462052.1	AADN04002270.1
scaffold_AADN04024458.1_chr12random	NT_462185.1	AADN04024458.1
scaffold_AADN04002407.1_chr12random	NT_462053.1	AADN04002407.1
scaffold_AADN04002440.1_chr12random	NT_462054.1	AADN04002440.1
scaffold_AADN04002921.1_chr12random	NT_462055.1	AADN04002921.1
scaffold_AADN04003430.1_chr12random	NT_462056.1	AADN04003430.1
scaffold_AADN04003441.1_chr12random	NT_462057.1	AADN04003441.1
scaffold_AADN04003637.1_chr12random	NT_462058.1	AADN04003637.1
scaffold_AADN04004179.1_chr12random	NT_462059.1	AADN04004179.1
scaffold_AADN04004256.1_chr12random	NT_462060.1	AADN04004256.1
scaffold_AADN04004700.1_chr12random	NT_462061.1	AADN04004700.1
scaffold_AADN04004721.1_chr12random	NT_462062.1	AADN04004721.1
scaffold_KQ759451.1_chr12random	NT_462063.1	KQ759451.1
scaffold_AADN04005051.1_chr12random	NT_462064.1	AADN04005051.1
scaffold_AADN04005085.1_chr12random	NT_462065.1	AADN04005085.1
scaffold_AADN04005148.1_chr12random	NT_462066.1	AADN04005148.1
scaffold_AADN04005805.1_chr12random	NT_462067.1	AADN04005805.1
scaffold_AADN04006048.1_chr12random	NT_462068.1	AADN04006048.1
scaffold_AADN04006334.1_chr12random	NT_462069.1	AADN04006334.1
scaffold_AADN04006367.1_chr12random	NT_462070.1	AADN04006367.1
scaffold_AADN04006886.1_chr12random	NT_462071.1	AADN04006886.1
scaffold_AADN04007317.1_chr12random	NT_462072.1	AADN04007317.1
scaffold_AADN04007372.1_chr12random	NT_462073.1	AADN04007372.1
scaffold_AADN04007422.1_chr12random	NT_462074.1	AADN04007422.1
scaffold_AADN04007494.1_chr12random	NT_462075.1	AADN04007494.1
scaffold_AADN04008292.1_chr12random	NT_462076.1	AADN04008292.1
scaffold_AADN04008447.1_chr12random	NT_462077.1	AADN04008447.1
scaffold_AADN04008640.1_chr12random	NT_462078.1	AADN04008640.1
scaffold_AADN04008731.1_chr12random	NT_462079.1	AADN04008731.1
scaffold_KQ759452.1_chr12random	NT_462080.1	KQ759452.1
scaffold_AADN04009261.1_chr12random	NT_462081.1	AADN04009261.1
scaffold_AADN04009325.1_chr12random	NT_462082.1	AADN04009325.1
scaffold_AADN04009339.1_chr13random	NT_462245.1	AADN04009339.1
scaffold_AADN04009737.1_chr13random	NT_462246.1	AADN04009737.1
scaffold_AADN04010000.1_chr13random	NT_462247.1	AADN04010000.1
scaffold_AADN04010001.1_chr13random	NT_462248.1	AADN04010001.1
scaffold_AADN04010265.1_chr13random	NT_462249.1	AADN04010265.1
scaffold_AADN04010411.1_chr13random	NT_462250.1	AADN04010411.1
scaffold_AADN04010429.1_chr13random	NT_462251.1	AADN04010429.1
scaffold_AADN04010466.1_chr13random	NT_462252.1	AADN04010466.1
scaffold_AADN04010602.1_chr13random	NT_462253.1	AADN04010602.1
scaffold_AADN04010638.1_chr13random	NT_462254.1	AADN04010638.1
scaffold_AADN04010735.1_chr13random	NT_462255.1	AADN04010735.1
scaffold_AADN04010889.1_chr13random	NT_462256.1	AADN04010889.1
scaffold_AADN04010943.1_chr13random	NT_462257.1	AADN04010943.1
scaffold_AADN04011085.1_chr13random	NT_462258.1	AADN04011085.1
scaffold_AADN04011266.1_chr13random	NT_462259.1	AADN04011266.1
scaffold_AADN04011392.1_chr13random	NT_462260.1	AADN04011392.1
scaffold_AADN04011434.1_chr13random	NT_462261.1	AADN04011434.1
scaffold_AADN04011594.1_chr13random	NT_462262.1	AADN04011594.1
scaffold_AADN04011944.1_chr13random	NT_462263.1	AADN04011944.1
scaffold_AADN04012059.1_chr13random	NT_462264.1	AADN04012059.1
scaffold_AADN04001173.1_chr13random	NT_462190.1	AADN04001173.1
scaffold_AADN04012408.1_chr13random	NT_462265.1	AADN04012408.1
scaffold_AADN04012763.1_chr13random	NT_462266.1	AADN04012763.1
scaffold_AADN04012922.1_chr13random	NT_462267.1	AADN04012922.1
scaffold_AADN04013067.1_chr13random	NT_462268.1	AADN04013067.1
scaffold_AADN04013094.1_chr13random	NT_462269.1	AADN04013094.1
scaffold_AADN04013690.1_chr13random	NT_462270.1	AADN04013690.1
scaffold_AADN04013907.1_chr13random	NT_462271.1	AADN04013907.1
scaffold_AADN04014067.1_chr13random	NT_462272.1	AADN04014067.1
scaffold_AADN04014111.1_chr13random	NT_462273.1	AADN04014111.1
scaffold_AADN04014154.1_chr13random	NT_462274.1	AADN04014154.1
scaffold_AADN04001354.1_chr13random	NT_462191.1	AADN04001354.1
scaffold_AADN04014499.1_chr13random	NT_462275.1	AADN04014499.1
scaffold_AADN04014550.1_chr13random	NT_462276.1	AADN04014550.1
scaffold_AADN04014788.1_chr13random	NT_462277.1	AADN04014788.1
scaffold_AADN04014808.1_chr13random	NT_462278.1	AADN04014808.1
scaffold_AADN04014839.1_chr13random	NT_462279.1	AADN04014839.1
scaffold_AADN04014917.1_chr13random	NT_462280.1	AADN04014917.1
scaffold_AADN04014949.1_chr13random	NT_462281.1	AADN04014949.1
scaffold_AADN04014970.1_chr13random	NT_462282.1	AADN04014970.1
scaffold_AADN04014998.1_chr13random	NT_462283.1	AADN04014998.1
scaffold_AADN04015349.1_chr13random	NT_462284.1	AADN04015349.1
scaffold_AADN04015459.1_chr13random	NT_462285.1	AADN04015459.1
scaffold_AADN04015969.1_chr13random	NT_462286.1	AADN04015969.1
scaffold_AADN04016391.1_chr13random	NT_462287.1	AADN04016391.1
scaffold_AADN04016424.1_chr13random	NT_462288.1	AADN04016424.1
scaffold_AADN04016586.1_chr13random	NT_462289.1	AADN04016586.1
scaffold_AADN04016604.1_chr13random	NT_462290.1	AADN04016604.1
scaffold_AADN04016684.1_chr13random	NT_462291.1	AADN04016684.1
scaffold_AADN04017214.1_chr13random	NT_462292.1	AADN04017214.1
scaffold_AADN04017360.1_chr13random	NT_462293.1	AADN04017360.1
scaffold_AADN04017576.1_chr13random	NT_462294.1	AADN04017576.1
scaffold_AADN04001656.1_chr13random	NT_462192.1	AADN04001656.1
scaffold_AADN04017831.1_chr13random	NT_462295.1	AADN04017831.1
scaffold_AADN04017888.1_chr13random	NT_462296.1	AADN04017888.1
scaffold_AADN04018003.1_chr13random	NT_462297.1	AADN04018003.1
scaffold_AADN04018084.1_chr13random	NT_462298.1	AADN04018084.1
scaffold_AADN04018224.1_chr13random	NT_462299.1	AADN04018224.1
scaffold_AADN04018271.1_chr13random	NT_462300.1	AADN04018271.1
scaffold_AADN04018449.1_chr13random	NT_462301.1	AADN04018449.1
scaffold_AADN04001725.1_chr13random	NT_462193.1	AADN04001725.1
scaffold_AADN04018553.1_chr13random	NT_462302.1	AADN04018553.1
scaffold_AADN04018556.1_chr13random	NT_462303.1	AADN04018556.1
scaffold_AADN04018621.1_chr13random	NT_462304.1	AADN04018621.1
scaffold_AADN04018626.1_chr13random	NT_462305.1	AADN04018626.1
scaffold_AADN04018781.1_chr13random	NT_462306.1	AADN04018781.1
scaffold_AADN04019112.1_chr13random	NT_462307.1	AADN04019112.1
scaffold_AADN04019256.1_chr13random	NT_462308.1	AADN04019256.1
scaffold_AADN04019400.1_chr13random	NT_462309.1	AADN04019400.1
scaffold_AADN04019989.1_chr13random	NT_462310.1	AADN04019989.1
scaffold_AADN04020024.1_chr13random	NT_462311.1	AADN04020024.1
scaffold_AADN04001885.1_chr13random	NT_462194.1	AADN04001885.1
scaffold_AADN04020413.1_chr13random	NT_462312.1	AADN04020413.1
scaffold_AADN04020420.1_chr13random	NT_462313.1	AADN04020420.1
scaffold_AADN04020449.1_chr13random	NT_462314.1	AADN04020449.1
scaffold_AADN04020526.1_chr13random	NT_462315.1	AADN04020526.1
scaffold_AADN04020877.1_chr13random	NT_462316.1	AADN04020877.1
scaffold_AADN04020884.1_chr13random	NT_462317.1	AADN04020884.1
scaffold_AADN04020922.1_chr13random	NT_462318.1	AADN04020922.1
scaffold_AADN04021003.1_chr13random	NT_462319.1	AADN04021003.1
scaffold_AADN04021019.1_chr13random	NT_462320.1	AADN04021019.1
scaffold_AADN04021034.1_chr13random	NT_462321.1	AADN04021034.1
scaffold_AADN04021190.1_chr13random	NT_462322.1	AADN04021190.1
scaffold_AADN04021317.1_chr13random	NT_462323.1	AADN04021317.1
scaffold_AADN04021367.1_chr13random	NT_462324.1	AADN04021367.1
scaffold_AADN04021575.1_chr13random	NT_462325.1	AADN04021575.1
scaffold_AADN04021630.1_chr13random	NT_462326.1	AADN04021630.1
scaffold_AADN04022080.1_chr13random	NT_462327.1	AADN04022080.1
scaffold_AADN04022719.1_chr13random	NT_462328.1	AADN04022719.1
scaffold_AADN04002179.1_chr13random	NT_462195.1	AADN04002179.1
scaffold_AADN04023360.1_chr13random	NT_462329.1	AADN04023360.1
scaffold_AADN04023378.1_chr13random	NT_462330.1	AADN04023378.1
scaffold_AADN04002240.1_chr13random	NT_462196.1	AADN04002240.1
scaffold_AADN04023988.1_chr13random	NT_462331.1	AADN04023988.1
scaffold_AADN04023989.1_chr13random	NT_462332.1	AADN04023989.1
scaffold_AADN04023990.1_chr13random	NT_462333.1	AADN04023990.1
scaffold_AADN04023991.1_chr13random	NT_462334.1	AADN04023991.1
scaffold_AADN04023992.1_chr13random	NT_462335.1	AADN04023992.1
scaffold_AADN04023993.1_chr13random	NT_462336.1	AADN04023993.1
scaffold_AADN04023994.1_chr13random	NT_462337.1	AADN04023994.1
scaffold_AADN04023995.1_chr13random	NT_462338.1	AADN04023995.1
scaffold_AADN04023996.1_chr13random	NT_462339.1	AADN04023996.1
scaffold_AADN04023997.1_chr13random	NT_462340.1	AADN04023997.1
scaffold_AADN04023998.1_chr13random	NT_462341.1	AADN04023998.1
scaffold_AADN04023999.1_chr13random	NT_462342.1	AADN04023999.1
scaffold_AADN04024000.1_chr13random	NT_462343.1	AADN04024000.1
scaffold_AADN04024001.1_chr13random	NT_462344.1	AADN04024001.1
scaffold_AADN04024459.1_chr13random	NT_462345.1	AADN04024459.1
scaffold_AADN04024460.1_chr13random	NT_462346.1	AADN04024460.1
scaffold_AADN04024461.1_chr13random	NT_462347.1	AADN04024461.1
scaffold_AADN04024462.1_chr13random	NT_462348.1	AADN04024462.1
scaffold_AADN04002321.1_chr13random	NT_462197.1	AADN04002321.1
scaffold_AADN04002409.1_chr13random	NT_462198.1	AADN04002409.1
scaffold_AADN04002431.1_chr13random	NT_462199.1	AADN04002431.1
scaffold_AADN04002479.1_chr13random	NT_462200.1	AADN04002479.1
scaffold_AADN04002657.1_chr13random	NT_462201.1	AADN04002657.1
scaffold_AADN04002745.1_chr13random	NT_462202.1	AADN04002745.1
scaffold_AADN04002915.1_chr13random	NT_462203.1	AADN04002915.1
scaffold_AADN04003020.1_chr13random	NT_462204.1	AADN04003020.1
scaffold_AADN04003432.1_chr13random	NT_462205.1	AADN04003432.1
scaffold_KQ759456.1_chr13random	NT_462206.1	KQ759456.1
scaffold_AADN04003663.1_chr13random	NT_462207.1	AADN04003663.1
scaffold_AADN04003696.1_chr13random	NT_462208.1	AADN04003696.1
scaffold_AADN04003813.1_chr13random	NT_462209.1	AADN04003813.1
scaffold_AADN04004024.1_chr13random	NT_462210.1	AADN04004024.1
scaffold_AADN04004046.1_chr13random	NT_462211.1	AADN04004046.1
scaffold_AADN04004171.1_chr13random	NT_462212.1	AADN04004171.1
scaffold_AADN04004456.1_chr13random	NT_462213.1	AADN04004456.1
scaffold_AADN04004505.1_chr13random	NT_462214.1	AADN04004505.1
scaffold_AADN04005090.1_chr13random	NT_462215.1	AADN04005090.1
scaffold_AADN04005304.1_chr13random	NT_462216.1	AADN04005304.1
scaffold_AADN04005446.1_chr13random	NT_462217.1	AADN04005446.1
scaffold_AADN04005508.1_chr13random	NT_462218.1	AADN04005508.1
scaffold_AADN04005602.1_chr13random	NT_462219.1	AADN04005602.1
scaffold_AADN04006136.1_chr13random	NT_462220.1	AADN04006136.1
scaffold_AADN04006164.1_chr13random	NT_462221.1	AADN04006164.1
scaffold_AADN04006233.1_chr13random	NT_462222.1	AADN04006233.1
scaffold_AADN04006239.1_chr13random	NT_462223.1	AADN04006239.1
scaffold_AADN04006358.1_chr13random	NT_462224.1	AADN04006358.1
scaffold_AADN04006754.1_chr13random	NT_462225.1	AADN04006754.1
scaffold_AADN04006835.1_chr13random	NT_462226.1	AADN04006835.1
scaffold_AADN04007039.1_chr13random	NT_462227.1	AADN04007039.1
scaffold_AADN04007231.1_chr13random	NT_462228.1	AADN04007231.1
scaffold_AADN04007333.1_chr13random	NT_462229.1	AADN04007333.1
scaffold_AADN04007402.1_chr13random	NT_462230.1	AADN04007402.1
scaffold_AADN04007411.1_chr13random	NT_462231.1	AADN04007411.1
scaffold_AADN04007538.1_chr13random	NT_462232.1	AADN04007538.1
scaffold_KQ759454.1_chr13random	NT_462186.1	KQ759454.1
scaffold_AADN04007871.1_chr13random	NT_462233.1	AADN04007871.1
scaffold_AADN04000839.1_chr13random	NT_462187.1	AADN04000839.1
scaffold_KQ759455.1_chr13random	NT_462188.1	KQ759455.1
scaffold_AADN04008245.1_chr13random	NT_462234.1	AADN04008245.1
scaffold_AADN04008277.1_chr13random	NT_462235.1	AADN04008277.1
scaffold_AADN04008303.1_chr13random	NT_462236.1	AADN04008303.1
scaffold_AADN04008305.1_chr13random	NT_462237.1	AADN04008305.1
scaffold_AADN04008374.1_chr13random	NT_462238.1	AADN04008374.1
scaffold_AADN04008562.1_chr13random	NT_462239.1	AADN04008562.1
scaffold_AADN04008808.1_chr13random	NT_462240.1	AADN04008808.1
scaffold_AADN04008860.1_chr13random	NT_462241.1	AADN04008860.1
scaffold_AADN04008928.1_chr13random	NT_462242.1	AADN04008928.1
scaffold_AADN04009039.1_chr13random	NT_462243.1	AADN04009039.1
scaffold_AADN04000898.1_chr13random	NT_462189.1	AADN04000898.1
scaffold_AADN04009129.1_chr13random	NT_462244.1	AADN04009129.1
scaffold_AADN04009584.1_chr14random	NT_462384.1	AADN04009584.1
scaffold_AADN04009685.1_chr14random	NT_462385.1	AADN04009685.1
scaffold_AADN04009713.1_chr14random	NT_462386.1	AADN04009713.1
scaffold_AADN04009864.1_chr14random	NT_462387.1	AADN04009864.1
scaffold_AADN04009939.1_chr14random	NT_462388.1	AADN04009939.1
scaffold_AADN04010067.1_chr14random	NT_462389.1	AADN04010067.1
scaffold_AADN04010282.1_chr14random	NT_462390.1	AADN04010282.1
scaffold_AADN04010309.1_chr14random	NT_462391.1	AADN04010309.1
scaffold_AADN04010494.1_chr14random	NT_462392.1	AADN04010494.1
scaffold_AADN04011246.1_chr14random	NT_462393.1	AADN04011246.1
scaffold_AADN04011281.1_chr14random	NT_462394.1	AADN04011281.1
scaffold_AADN04011290.1_chr14random	NT_462395.1	AADN04011290.1
scaffold_AADN04011828.1_chr14random	NT_462396.1	AADN04011828.1
scaffold_AADN04011880.1_chr14random	NT_462397.1	AADN04011880.1
scaffold_AADN04001164.1_chr14random	NT_462352.1	AADN04001164.1
scaffold_AADN04013607.1_chr14random	NT_462398.1	AADN04013607.1
scaffold_AADN04013744.1_chr14random	NT_462399.1	AADN04013744.1
scaffold_AADN04014086.1_chr14random	NT_462400.1	AADN04014086.1
scaffold_AADN04001332.1_chr14random	NT_462353.1	AADN04001332.1
scaffold_AADN04014399.1_chr14random	NT_462401.1	AADN04014399.1
scaffold_AADN04014402.1_chr14random	NT_462402.1	AADN04014402.1
scaffold_AADN04014724.1_chr14random	NT_462403.1	AADN04014724.1
scaffold_AADN04014779.1_chr14random	NT_462404.1	AADN04014779.1
scaffold_AADN04014825.1_chr14random	NT_462405.1	AADN04014825.1
scaffold_AADN04014899.1_chr14random	NT_462406.1	AADN04014899.1
scaffold_AADN04014952.1_chr14random	NT_462407.1	AADN04014952.1
scaffold_AADN04015196.1_chr14random	NT_462408.1	AADN04015196.1
scaffold_AADN04015290.1_chr14random	NT_462409.1	AADN04015290.1
scaffold_AADN04015310.1_chr14random	NT_462410.1	AADN04015310.1
scaffold_AADN04015465.1_chr14random	NT_462411.1	AADN04015465.1
scaffold_AADN04015878.1_chr14random	NT_462412.1	AADN04015878.1
scaffold_AADN04015883.1_chr14random	NT_462413.1	AADN04015883.1
scaffold_AADN04016017.1_chr14random	NT_462414.1	AADN04016017.1
scaffold_AADN04001500.1_chr14random	NT_462354.1	AADN04001500.1
scaffold_AADN04016338.1_chr14random	NT_462415.1	AADN04016338.1
scaffold_AADN04016531.1_chr14random	NT_462416.1	AADN04016531.1
scaffold_AADN04001540.1_chr14random	NT_462355.1	AADN04001540.1
scaffold_AADN04016666.1_chr14random	NT_462417.1	AADN04016666.1
scaffold_AADN04016861.1_chr14random	NT_462418.1	AADN04016861.1
scaffold_AADN04001589.1_chr14random	NT_462356.1	AADN04001589.1
scaffold_AADN04017095.1_chr14random	NT_462419.1	AADN04017095.1
scaffold_AADN04017220.1_chr14random	NT_462420.1	AADN04017220.1
scaffold_AADN04017225.1_chr14random	NT_462421.1	AADN04017225.1
scaffold_AADN04017567.1_chr14random	NT_462422.1	AADN04017567.1
scaffold_AADN04017815.1_chr14random	NT_462423.1	AADN04017815.1
scaffold_AADN04017817.1_chr14random	NT_462424.1	AADN04017817.1
scaffold_AADN04017936.1_chr14random	NT_462425.1	AADN04017936.1
scaffold_AADN04018090.1_chr14random	NT_462426.1	AADN04018090.1
scaffold_AADN04018364.1_chr14random	NT_462427.1	AADN04018364.1
scaffold_AADN04018774.1_chr14random	NT_462428.1	AADN04018774.1
scaffold_AADN04018809.1_chr14random	NT_462429.1	AADN04018809.1
scaffold_AADN04019040.1_chr14random	NT_462430.1	AADN04019040.1
scaffold_AADN04019153.1_chr14random	NT_462431.1	AADN04019153.1
scaffold_AADN04019320.1_chr14random	NT_462432.1	AADN04019320.1
scaffold_AADN04001818.1_chr14random	NT_462357.1	AADN04001818.1
scaffold_AADN04019514.1_chr14random	NT_462433.1	AADN04019514.1
scaffold_AADN04019554.1_chr14random	NT_462434.1	AADN04019554.1
scaffold_AADN04019826.1_chr14random	NT_462435.1	AADN04019826.1
scaffold_AADN04019874.1_chr14random	NT_462436.1	AADN04019874.1
scaffold_AADN04019913.1_chr14random	NT_462437.1	AADN04019913.1
scaffold_AADN04019960.1_chr14random	NT_462438.1	AADN04019960.1
scaffold_AADN04020315.1_chr14random	NT_462439.1	AADN04020315.1
scaffold_AADN04020419.1_chr14random	NT_462440.1	AADN04020419.1
scaffold_AADN04020636.1_chr14random	NT_462441.1	AADN04020636.1
scaffold_AADN04020717.1_chr14random	NT_462442.1	AADN04020717.1
scaffold_AADN04020744.1_chr14random	NT_462443.1	AADN04020744.1
scaffold_AADN04020929.1_chr14random	NT_462444.1	AADN04020929.1
scaffold_AADN04001956.1_chr14random	NT_462358.1	AADN04001956.1
scaffold_AADN04021045.1_chr14random	NT_462445.1	AADN04021045.1
scaffold_AADN04021519.1_chr14random	NT_462446.1	AADN04021519.1
scaffold_AADN04021619.1_chr14random	NT_462447.1	AADN04021619.1
scaffold_AADN04002017.1_chr14random	NT_462359.1	AADN04002017.1
scaffold_AADN04021941.1_chr14random	NT_462448.1	AADN04021941.1
scaffold_AADN04022144.1_chr14random	NT_462449.1	AADN04022144.1
scaffold_AADN04002129.1_chr14random	NT_462360.1	AADN04002129.1
scaffold_AADN04022893.1_chr14random	NT_462450.1	AADN04022893.1
scaffold_AADN04022972.1_chr14random	NT_462451.1	AADN04022972.1
scaffold_AADN04022999.1_chr14random	NT_462452.1	AADN04022999.1
scaffold_AADN04023193.1_chr14random	NT_462453.1	AADN04023193.1
scaffold_AADN04023206.1_chr14random	NT_462454.1	AADN04023206.1
scaffold_AADN04002178.1_chr14random	NT_462361.1	AADN04002178.1
scaffold_AADN04023266.1_chr14random	NT_462455.1	AADN04023266.1
scaffold_AADN04023483.1_chr14random	NT_462456.1	AADN04023483.1
scaffold_AADN04002218.1_chr14random	NT_462362.1	AADN04002218.1
scaffold_AADN04024002.1_chr14random	NT_462457.1	AADN04024002.1
scaffold_AADN04024003.1_chr14random	NT_462458.1	AADN04024003.1
scaffold_AADN04024004.1_chr14random	NT_462459.1	AADN04024004.1
scaffold_AADN04024005.1_chr14random	NT_462460.1	AADN04024005.1
scaffold_AADN04024006.1_chr14random	NT_462461.1	AADN04024006.1
